1.000000,2.000000
-0.390625,-0.353088
-0.368652,-0.382080
-0.387268,-0.402222
-0.394287,-0.412903
-0.353699,-0.374146
-0.334473,-0.351257
-0.316162,-0.326843
-0.288391,-0.314941
-0.291443,-0.310364
-0.300293,-0.323181
-0.314636,-0.337524
-0.339966,-0.362549
-0.380554,-0.398560
-0.402527,-0.421143
-0.381165,-0.400391
-0.367126,-0.388794
-0.355530,-0.371094
-0.339050,-0.361938
-0.344238,-0.363159
-0.347290,-0.367126
-0.355530,-0.371094
-0.369873,-0.390015
-0.384521,-0.404358
-0.394592,-0.416260
-0.359192,-0.370178
-0.343628,-0.351868
-0.300598,-0.330505
-0.292358,-0.315247
-0.292358,-0.305176
-0.293579,-0.317993
-0.325012,-0.333862
-0.355225,-0.361633
-0.377808,-0.398865
-0.404968,-0.422668
-0.373535,-0.401001
-0.374756,-0.384216
-0.353699,-0.370178
-0.350647,-0.363464
-0.337524,-0.360718
-0.353088,-0.367737
-0.362854,-0.374451
-0.362854,-0.389709
-0.385132,-0.407410
-0.392456,-0.415649
-0.349731,-0.382080
-0.346375,-0.350037
-0.297241,-0.328979
-0.301208,-0.314941
-0.292664,-0.305481
-0.302124,-0.319519
-0.315247,-0.342102
-0.344849,-0.359497
-0.380554,-0.397034
-0.408325,-0.422974
-0.384827,-0.397644
-0.381775,-0.387573
-0.348511,-0.370483
-0.337219,-0.364990
-0.341187,-0.353394
-0.348816,-0.365906
-0.359192,-0.368652
-0.379333,-0.384827
-0.384521,-0.406494
-0.393066,-0.415344
-0.355225,-0.381470
-0.329590,-0.356140
-0.307312,-0.319824
-0.289307,-0.312195
-0.287476,-0.303345
-0.319214,-0.324707
-0.316467,-0.332031
-0.347595,-0.360107
-0.372009,-0.398254
-0.408936,-0.424500
-0.392456,-0.401917
-0.371094,-0.395813
-0.347900,-0.376282
-0.345459,-0.356140
-0.336914,-0.359802
-0.356750,-0.363159
-0.362549,-0.373230
-0.375671,-0.391235
-0.382385,-0.411682
-0.394897,-0.418701
-0.353394,-0.383911
-0.341187,-0.361328
-0.305786,-0.326538
-0.309448,-0.324402
-0.288391,-0.308228
-0.304260,-0.316162
-0.310669,-0.341492
-0.346375,-0.368347
-0.392456,-0.400085
-0.401611,-0.423889
-0.389099,-0.401001
-0.363159,-0.390320
-0.364075,-0.370483
-0.348816,-0.362549
-0.337524,-0.364380
-0.350037,-0.360718
-0.364380,-0.377502
-0.370178,-0.384216
-0.386353,-0.413818
-0.397034,-0.414124
-0.358276,-0.384827
-0.350037,-0.359192
-0.312195,-0.325317
-0.302734,-0.317383
-0.285034,-0.310974
-0.309448,-0.317078
-0.313416,-0.332642
-0.339050,-0.367737
-0.375671,-0.390320
-0.401306,-0.423584
-0.378418,-0.400696
-0.384827,-0.391235
-0.349426,-0.369263
-0.349121,-0.363770
-0.333252,-0.361938
-0.346985,-0.367737
-0.359802,-0.378113
-0.365906,-0.386963
-0.402527,-0.410767
-0.397339,-0.418701
-0.352783,-0.377808
-0.334778,-0.359802
-0.306091,-0.328674
-0.304260,-0.314026
-0.294189,-0.309448
-0.299683,-0.321960
-0.317078,-0.336609
-0.342712,-0.369873
-0.380859,-0.392456
-0.404968,-0.428467
-0.376587,-0.406189
-0.374451,-0.395203
-0.355835,-0.380249
-0.352783,-0.372620
-0.358276,-0.369263
-0.356140,-0.370178
-0.348816,-0.382996
-0.365601,-0.385742
-0.394287,-0.402527
-0.397949,-0.419922
-0.372314,-0.384827
-0.328979,-0.356445
-0.314331,-0.326843
-0.308838,-0.314636
-0.294189,-0.307922
-0.294800,-0.321960
-0.317078,-0.338440
-0.340576,-0.364990
-0.377502,-0.392151
-0.408936,-0.420532
-0.400085,-0.408020
-0.380249,-0.388184
-0.357666,-0.370483
-0.349731,-0.361938
-0.347595,-0.362549
-0.345459,-0.371399
-0.365601,-0.377197
-0.375977,-0.391541
-0.390320,-0.404358
-0.395508,-0.417480
-0.367432,-0.387878
-0.345764,-0.363159
-0.318298,-0.327148
-0.294495,-0.313721
-0.298157,-0.305481
-0.309143,-0.322571
-0.325012,-0.342407
-0.342102,-0.368652
-0.378113,-0.392151
-0.401306,-0.427856
-0.383606,-0.401917
-0.375366,-0.386353
-0.350647,-0.372620
-0.342102,-0.371704
-0.343323,-0.361938
-0.342407,-0.367126
-0.368042,-0.375671
-0.366821,-0.392456
-0.384521,-0.411072
-0.406494,-0.419006
-0.370483,-0.385437
-0.346375,-0.363770
-0.307312,-0.326843
-0.302734,-0.317993
-0.295715,-0.308533
-0.310669,-0.324097
-0.316772,-0.343323
-0.347595,-0.368958
-0.378723,-0.392151
-0.404663,-0.422974
-0.388184,-0.404053
-0.368652,-0.393677
-0.362854,-0.378113
-0.349426,-0.369263
-0.344543,-0.357056
-0.352783,-0.372620
-0.361023,-0.379639
-0.364685,-0.390320
-0.386658,-0.406494
-0.404053,-0.422668
-0.375366,-0.382385
-0.337219,-0.360413
-0.321350,-0.335693
-0.302124,-0.320435
-0.286255,-0.305176
-0.296326,-0.313721
-0.322266,-0.342712
-0.336914,-0.366211
-0.372009,-0.394897
-0.419006,-0.429688
-0.391846,-0.408630
-0.372009,-0.401001
-0.353088,-0.377197
-0.341797,-0.370178
-0.341797,-0.356140
-0.359497,-0.368347
-0.354004,-0.374451
-0.359497,-0.387878
-0.382080,-0.407715
-0.397949,-0.420837
-0.370789,-0.382996
-0.345154,-0.367126
-0.312805,-0.329590
-0.311890,-0.322266
-0.281982,-0.312195
-0.310059,-0.330811
-0.321960,-0.341797
-0.346680,-0.369263
-0.370483,-0.394592
-0.408936,-0.422668
-0.379639,-0.407410
-0.383911,-0.392761
-0.353394,-0.373535
-0.341797,-0.369263
-0.342407,-0.363159
-0.343933,-0.369263
-0.376282,-0.377197
-0.360718,-0.395508
-0.396423,-0.406189
-0.390930,-0.425415
-0.368347,-0.394897
